email,time_homework,time_lectures
83f85d06a02f769fd01403ad1da238b846247ed6,2,1
7fb64990101a36e94eecada1c9e87a15ab1cc7b4,,
bb97bcdf4389dfaedb640381e1decdfa39706460,2,3
d7f64883f9c5b6f8c8a6808181477e7e9f7c44ee,,
84c03d86d893ff9b659446de79be94e9f4ffebfe,1,3
afeecc7b73aab7323bad7611a258a25a98217d7c,0.5,3
b259c243d5e370bad664a2350e857101c9a962b1,3,3
1571075386c6f26357b5555b47695e291bc9b5b4,,
16170729799399391fa61a071eb53ae2e66855a4,2.5,3
9acae883b1e143971c383ca989b114c09beedb3c,1,3
9b0a01577dd77a785a47fda8f314f60ad1d4f08b,,
aab4d2c3f136fe33b32e9cf7dc76833f8baf5f92,3,3
922efb9887cc5564b55a4c9156ea294b8f4e5081,"I have not been able to do the homework, I have spent several days trying to understand the logic of what needed to be coded and looking for examples to guide me. I don't think anyone has ever made one, it seems straightfoward with jvm but I was hoping to find a solution with python with which I am much more familiar. I find it really annoying to be asked to do something that seems nearly impossible while the course material does not provide any hint or guidance. ","Lost track, it was a drag to go through the videos. "
a1ab783d2f85f0bc86900b554a1eed814cb58cd9,,3
ef96d3e6eb8623a19be9129416b8de11ad54000c,2,4
18c0c35d16c3fbeb3970b6503f8e4d88e42d6440,1,4
51bb171b62b5c883075c79e69c2534088bc01e3e,2,5
d84c484cbe800e0415bea66daf5239a9f30a4874,,
1e02f04486740ef23f28356f05f5446418aded01,8,2.5
03f89068708fa9b2cf577319b92225536bfb5c0d,10,3
ad527a97e429491850389dd0b0c3ba7400a1125d,5,15
c760968e3f54e151e8af4274aaa4491471649152,2,15
7d16eecc0f2975f53527061e23edd3c8f28cdb45,1,10
7d0d964bda0432a477b6e841fbf8491974e6696a,4,4
db6b4ba6f0ee9ad9fde595368ea8c82bf4de0d00,6,10
18643e2ccea218107a508913916cf20f27784525,,
ef2ca90595cec611a6db8ec9ffd0d04aad0525ae,,
9faa1e33ae2fbcdaeaf2f9b58dcf3652251a2c18,1,3
2e6efbc36cfe4f6dd9577ec632044e195fb83a6d,2,10
27880c6e4f7df1829dab137d0d62a05bf81b8d16,3,8
a5488ea60e34accf41e468f8da45e74598ac5626,12,12
fa788280a9438fdabea1778c9547b671b35e1cdf,"0,5",7
df7c47589add627880e607cddeaec4bb70713831,1,3
5f63db590f9a63755d700e924958bde8e136646e,4,8
e3636f2031f8ce09bb9ee6c52086ba7310f22c71,4,8
05376f3eb618acfa90860a5d503758096f40eb93,6,4
69551ce443c2e2fcbb200c3d8ee4a05356a1e15a,10,8
d9a48b627c11651e04bbdecf82bd6d2714078db0,2,4
8b4ae4641bbc8c2fb65e78c17bdaede38d96d3df,2,3
960029e252fb0189a24deef5436733f0a740aba9,2,2
ec18a2433a73ffd6db65a3654570c4b25bf9161a,2,4
df96f0e1dd73e151b7d0dedefc2edc43c09e949c,,
b4f5a99b1c05a9efdd90bfa50c4b353b1c11e985,,
58be5e5fa5687cc7595d830cd33db63b7444bf52,5,2
53fe7f58b1a250cec5781a2bfc3aa1b674d1cf28,2,8
5437d3fe32caa491f322bacbff9a157285afdbbb,10 hours,20
6175a1b01179da3d154570692970d321fd7610fe,2,5 days
1c111ea9786beff1a28caa1573c215126e758053,3,10
442543fe0e54fdfb6170311692d12968bbf022da,3,4
0ba2017d4cab675ecedefb3e0362a674777fd5bc,3,6
9ee2431d165930f23de05a8f1989ee203a0930ec,30mins,1hr 30mins
4bea4e78d5bd4fb9974311ad776fd391bf5ac23b,1,4
1ecb254ffa25518665cbbb8037fa2c18ddf65f32,1,4
5b916fc64cddc0f2896ffccd021ed0d71a45bf88,3,5
71bf868616dc4de1bf3bd9990d7708662e9f4ba7,1,2
4690926931b270c7c7755a78d58419f5d530839e,,
106074c95fc350d31c9113ea0b7592c7130fa361,,
2a1671d844c2c788e7bc81d49d43999783f01a75,,
db2dd757c3c67da81b3176f2bffd3176e339614c,,
c33859593d93f8095a98924b18b705d471ea3d53,2,5
9281c00930dbaaee1ec55918ee6962f6c0a265ab,,
6cd1fbe023204fb29f21ea61e2988010b662ca03,,
8dee43d7d6fea02609d1248b6619aec3c1591a03,4,8
ea8b0cab9963a15d7d196cf681713deda98a4c26,1,10
f4038d01ca3f135d93b70b3bbf6e2a0cccb6add0,<1 hour,<3 hours
77164f4b2568322aaff071a46f35724e0b92ca52,5,5
2499d927ecf8488c4310370af94573f54109e949,,
cd183b6438dea0f8cbe64bd0e74b2f0e996398be,,
ea6888eacaa5fb709d0500106b424618c466d7a4,3,5
27d49bcdab95af7ab16dad982bca879e8ceb9c70,,
2a18b3d3433e2d7536a73c48c91373e01425c3fd,2,5
33caeebdac6820058bfa8c0bde0dd71e0094ca8a,2,5
39750257bda03d87263bc9d3053b0aa82a60aea6,1,4
b8e2915e280188dc3e738b80a10ce1c3729943c3,,
9a5c0f7aae94cb055506428e5f07205645368c0c,2,4
d1003c237d201e2afe5227f8ad94114619287541,2,5
e3b269b77584364eeb94ff37989e9dd79738df06,3,6
2202db73131710378542af90a6112ed252177c75,20,15
0da39152fdde08f2c215259449481ee2ccc18aec,1,4
9e64f300e267e2bb4e162af6baeb9000e3951b09,2.5,6.5
66c582c6e3cdd54e73c59d6b79200f7a6b7b6037,12,8
d87fdfb832c8b34717575e15dd93391281fadb14,1.5,2.5
54aaf4a0903441b5b97995f5d2c8a39e713439e7,4,3
28ba133c13b8a7620091f4946c1017b732fdc8b1,1.5,7
7f561beb38dacc659943ae4d9714fea8b49ed2f6,4,4
b01b71f2abe1b5f861fa56b6c60e0092f6101695,2,3
0815cd3d89f4165d43479a6f6f0358ad140c7b7f,2,8
1f826aadeaabf4da479255a43ecd6ede8881d1c1,,
51237e25ee99d4a65299ae6b1fee4081a2ad592c,,
99f5dad24db24e1e08aad60ed50fe13e2f6ade2a,2,8
e028dce7c4f20707187ce8eb9e2df6572cc81e2d,2,3
8b95e39e2597b6e7f0f8bd106343e5c9e6dcf81b,,
373577c7f5e43b946b24e0ad691debbb87b8500d,,
c923fc547cb70ca336b6d516763a8cfad08acac1,1,6
f63cae52fb03356682fd0733699d1feaa1b9113c,72,72
