email,time_homework,time_lectures
9cee67b6afbe061af8bbe5bfdd97e5b10aeb3b8b,2.0,4.0
510c636f6e171521b4221e3954299ae982311123,5.0,5.0
414cf38d05eaf004b936ada7c26b48d6134697ba,1.0,5.0
7ea30327eec82367864d52cb8014ba68250ce8fc,1.0,8.0
49713319b5272be118ddf2cc15b5a095be73968d,1.0,10.0
a3f298ab423001c3d741c3c324c3f302f8d3a645,,
fdec50ce2ce2597896a996531e1ea90d19dd6f12,5.0,7.0
b798c2b6cf82518c0cea1e64595f1558d4a28ba4,0.0,10.0
d8fcdad332800cbee6ef025e6332d3c0aeabaa85,2.0,4.0
1e3461bf674b685a6164debbd59ef18c5df8e49b,4.0,8.0
5ef52f4a9a850e842ebe1233f5ffd38bc21f4085,1.0,10.0
b94a37daf1c993e60316b74dfd3f53bdf9717945,1.0,10.0
76b44a94c13e98780f438868d889d40499619723,8.0,12.0
1404e75b1cefbcab4c5ce82d565ff8b11590dabd,9.0,7.0
1aa9ca99745fe32c87dbe2fa08e50068449a86d1,1.0,15.0
168205de143705df24f44b98afabac5815e0813b,2.0,5.0
6624d8cf00b4220ed166de2ea0e813c4456eaf5c,4.0,5.0
d503035279148c263e7677dbe79966a29832fa3c,2.0,2.0
d0d4eebcb8e9ff553a1c1eb1173f1c49696eaa7a,,
281948b55b947612323aac27f531c0cf14722595,2.0,3.0
092de8e7440811b1b5c50e70e84e5cc901d02acf,,
ca068cd9ec3beb02061bd74b3ef6d8d6b4a7a6c9,2.0,10.0
a9af1c4de4108873bd77a681303920b71c7e0a46,1.0,0.0
457dfdf2c274907063099debdadf19a6593e0f2d,4.0,10.0
cc5b7c0e013abcd0c8a68d565cdf0cb0eba8e195,1.0,2.0
4e8e786651e86a90b0714611fe9094928dfdb95e,3.0,8.0
cd8e7fac0b0f34c0e230874115c4ad50372b353c,5.0,5.0
bf7c2f647d790667512966ea6a160d674752c64b,3.0,3.0
2c16ada6ced408664242c0482d664131a3439b29,1.0,3.0
ab7a194f67fb92757781401b9bfd8a15e2e5931a,,
327a853f575f017c0e39b1cd4373dd7079400072,,
4660afa5509ed29b3fcfd1759d2414707db3c260,1.0,4.0
9234ccd1606bc06786882532045bb6684b377f87,8.0,8.0
543007278d987f94d2204aad289473576fa87b2a,1.0,6.0
6f833e1e93999b0d9780b4e38f34820754ea9cae,3.0,4.0
b56fe3e657ae4bd8d738702cec7233da02995332,1.0,5.0
638cd1767094a81783e380cf6c8271b3e6e63854,0.5,5.0
61cbd43fc34caf84b434a7f6beddedbf9290601c,,
