email,time_homework,time_lectures
83ba76878d7e0856a6aa442a2c81aba4bc9c6450,,
414cf38d05eaf004b936ada7c26b48d6134697ba,1.0,4.0
0f74646668ccbbbc13d9b6d8e2703f1ca8653519,,
7657dbb48b297a5c4630eee29bf0aae9f3ee2562,1.0,3.0
464bb42908bd8bf8ba55450b57c85663c38c4d8a,1.0,1.0
fdec50ce2ce2597896a996531e1ea90d19dd6f12,3.0,4.0
543007278d987f94d2204aad289473576fa87b2a,1.0,2.0
518f5794c5cb27f96db03d2dd5bf4c7c54b3533e,2.0,12.0
d0f9ceec519469d3fb704763adb6ad103f81c02a,,
01e34b0574ca4f0653e3b3c8a85fa6f82690f683,,
5f57282a13748b0361d97446446567e67031aecc,2.0,8.0
3ef783f1bb667f523477c4c0cdb274752262ef69,,
6201d74f72747ba484307fcb50b4d315168adc01,2.0,6.0
281948b55b947612323aac27f531c0cf14722595,2.0,6.0
67ac38ba1d8042bf00156cc739757b5429d96867,1.5,9.0
e537f862de92228431ee0ceff82e4862749d7b14,0.5,5.3
9554112460e1f4341e9f802e73ccfcd4a75d62fe,5.0,5.0
63b34a8a3337049e137eff072aa9c6a9b46c8b03,2.0,10.0
e483b4b3103486e53f8406ac1d0e4cc269dc07fb,2.0,6.0
76b44a94c13e98780f438868d889d40499619723,3.0,2.0
49713319b5272be118ddf2cc15b5a095be73968d,5.0,5.0
af64d449df750b6991b70f5591e4f7e8927a5d76,3.0,10.0
e76185b5b49bae2874f63ae02fa8c7d4aa618ddc,5.0,4.0
a08bddd7f54b88e2810b74e875ed2265f6518428,2.0,5.0
6b02d86343938788ff1ce1cd1de47caeabae04cc,1.5,3.0
03b68c3027c4fe2d28f4f2d0d7a4d20943cea599,2.0,3.0
5a8f1edd00bb7bc271a78356bd8092b76fb38162,,
a9af1c4de4108873bd77a681303920b71c7e0a46,4.0,16.0
510c636f6e171521b4221e3954299ae982311123,2.0,5.0
39259b1cb32fbd314de0053c4e9f3b4753f38c9e,1.0,7.0
9cee67b6afbe061af8bbe5bfdd97e5b10aeb3b8b,2.0,5.0
78cf39600941fa4c366d9b326b130d9a6b127662,3.0,6.0
7d0b6079773e58cf719e4e2ea22b72b4d0099dc2,2.0,3.0
22ae119c347e27debdffa404f076a9a50f0f1ae2,1.0,3.5
4660afa5509ed29b3fcfd1759d2414707db3c260,3.0,7.0
6fbc1ee01271bb4612ab48ab38bec1bdcfc76207,1.0,4.0
0e185ca538d0a1a21a992859a749cdd9f5f7dfcb,3.0,6.0
d5a600600b7bb25109e6effe03c0272550cc94ad,,
590543951dd9b8103a7392f28f0b0d435a518c12,2.0,12.0
ca6e4f101db0c3fd169fab4ccb2767be65737d47,2.0,3.0
c7f0a4a4d41c6d6632445958e287ca8c00b732ee,4.0,10.0
1d7e24b0786053164b43333dd7fdacf052fafce9,15.0,5.0
092de8e7440811b1b5c50e70e84e5cc901d02acf,,
3f945491d01696567307059363286f0904127af9,2.0,0.5
76e6246d008fb34bd5b1319a74aefbc358e9c256,5.0,10.0
ef2f86bfffd5f7a01689d0c003ab7ae64944cc47,,
3efffdfc0e37a0a57b3309aca9e89a20e3edf7bc,2.0,5.0
69c172abe4abd2bfd43762e3783d865ca2519a4d,2.0,4.0
763f1201cc21f5db2920451b537baba80ecce548,2.5,8.0
adfafc90eab0fa584539c51d78d215515f0bcd5b,2.0,10.0
9598913c87cb74dd4b24107fce3d39dc5ca56255,2.0,2.0
a593d0e9f7dddaf99e8eeaf21412edddaf76ee26,3.0,16.0
66d91539ba84ab07e4cf1a81c44c85550b2345eb,2.0,6.0
ca068cd9ec3beb02061bd74b3ef6d8d6b4a7a6c9,3.0,6.0
b94a37daf1c993e60316b74dfd3f53bdf9717945,2.0,11.0
2e1553b2befcc2b4b24c1c06d9b311d8d6ea7cf8,1.0,4.0
8e2194b6045582e5522ae48f268a85c5632ccb4e,0.5,1.0
b9f1d3b638a23f604eeb064b9d4a9283ceaa99f0,2.0,8.0
26f63e05affd161b0259899c62d47b3f292dad23,1.0,10.0
0057be33c73f694dfbb728998ca7b493938881e2,2.0,2.0
6624d8cf00b4220ed166de2ea0e813c4456eaf5c,6.0,4.0
16a344f12b79ea8e946cc7d80f56e1b4c6121830,1.0,5.0
fa454c7572671428b1084c43b34ae2866b97322e,3.0,5.0
0a7870a19937af442fe546e031992a3f9f235d4e,5.0,20.0
fc50cca62f37178136a570929d28b5c631906e07,3.0,7.0
10576c658a4296b827e7ea08e5b6d990f6f142f6,,
d0e1c5a6a1636168f4706841320e0f013d179a3e,2.0,2.0
7ea30327eec82367864d52cb8014ba68250ce8fc,6.0,4.0
f648a2b8960d84ae9e25d9c37787f80964553021,2.0,2.0
064c8d5429ac5fe2663581dcde9966339f113e02,2.0,8.0
5470b403dc89e8f9d76fbf3fd16a754ef1f0506c,2.0,3.0
3b0bd39329e71bcbffae72083b0c3752232a832c,2.0,5.0
87660676426768818aa1d67a9633c5f881244b94,2.0,12.0
27de3adde9d5721bf9609ed247f9b5b1dcbd5b71,6.0,4.0
136c60fc8f68ba09453d6535a2bccce5f272ec41,4.0,7.0
7927113661f1dc902f6b863629d5b47734a1ff89,5.0,5.0
9234ccd1606bc06786882532045bb6684b377f87,4.0,12.0
da249f7bbf7e7e98265c4f9d92d41537d2f1f6d2,2.0,10.0
1404e75b1cefbcab4c5ce82d565ff8b11590dabd,3.0,7.0
b1749f8711c621d15f256b3264158070c8e3238a,3.5,6.0
aed3385800bab551a138d6e4edb006c14f5706d4,2.0,2.0
ae4a07f7d7bed80cd302b79e77a1badc0af98988,1.0,4.0
4c90a59a6602057dbf6cdf81da902bd2e8d51e12,1.0,3.0
e700646c1769c4ceae5db45037585d208296fc9d,2.0,4.0
8ecbba39b5adc80015dcb8bb21441e0c32f4e2cd,2.0,2.0
6f833e1e93999b0d9780b4e38f34820754ea9cae,,
a30e6188316246daae706103575e68ec0b05a71f,3.0,4.0
981050dd6cc996e3537669d3a82a28ad353fd9a1,1.0,3.0
53c474b490b120228bcff9094be6d109d9097f62,1.0,12.0
054a2d98725053366cae7f6ac68c7d4a05e64899,,
2c16ada6ced408664242c0482d664131a3439b29,1.0,4.0
71d1244ef60aa133576d1b3835ee992655204a12,3.0,6.0
22ef9936545e6674f30ea9162773a50c1d75cd2a,3.0,20.0
f4b2583b72018bfab6a99091c8eea7438dd9d630,4.0,4.0
a71180eafa3a4a6cc6a86698ee60006a5fe2e565,4.0,5.0
f8e2dd4ff817a4109658f53854501aad408ddcca,2.0,8.0
27602eb7c3c2e68b6cf564a65677464be901fe89,1.0,10.0
914f939ba4877c087416042bc61ace28e638f450,10.0,10.0
b389b1c01d7d4a448b688df75c3e409a7c6afe29,3.0,3.0
157e3680526fb0d86bfa01570b79502f1a0c3fef,2.0,10.0
963c4cf2660a13268eb84f229741aff37c8aa63b,3.0,2.0
c71743a1774c51c969bdb7dcfc5ac15bdb7f9f75,2.0,16.0
07bb86087cc1de24236c8c68a3d9a5701e57b3ee,1.0,2.0
bf7c2f647d790667512966ea6a160d674752c64b,1.0,2.0
25bdcf0b8fda2d2f59766156a17fc7c5b8a4ef72,1.0,0.0
cea73ff17a33e8310ea1e92847a01605928c5f86,5.0,12.0
a750efd4791d0c91b1c2e4d1632afecfd53c05db,8.0,12.0
b1ca39761b6401c8a60939235c513664e62df562,2.0,6.0
3b7479af006bc776a95de3dca470e99bf4e5ad11,6.0,10.0
1aa9ca99745fe32c87dbe2fa08e50068449a86d1,2.0,30.0
e2f613d3d28c1e6baff03116fc76463660d0c42c,2.5,2.5
3e2246b88ee0e578f0cc40a1a570c354aa0baafd,2.0,6.0
a755daa4d8561c4e55e7bab521b8b31f5726933a,,
e3f7b14e3f200a1a3117fea716a3aead64b75bae,1.5,4.0
c1b754564b5b0374da7854c19c1f32071e0943d2,,
ad7d26f53b0833fcee94bb8d539021ff16cab49e,6.0,6.0
d932da800ffaee6d63668fb168b53ae595860407,2.0,3.0
852007d0b4c101aa359ab85da06483e2431e32a4,6.0,8.0
79f2b6103c5acec10e7f6c7d14a397f32c3f7fbd,3.0,5.0
9a9d8f1fd51674d2ff40f009b814c9821d235290,,
d51126de1a07c60f43b4915121c39ff7fa9b3829,5.0,5.0
5ef52f4a9a850e842ebe1233f5ffd38bc21f4085,2.0,15.0
14e27a0b309b1216717fa56a973024bcd2c7ae73,2.0,2.0
d70bc01f5dae1b6e3326594d5c4b2e09b2bbb11d,2.0,15.0
d8fcdad332800cbee6ef025e6332d3c0aeabaa85,1.5,3.0
1e3461bf674b685a6164debbd59ef18c5df8e49b,1.0,8.0
0753d46d91310bc5cb6617bf3a8232e123511af7,,
13e9376ce462a9506128c953a8d240963f8e9ea1,5.0,10.0
344a026046ff67cbc22a14e986e1bdb589b49631,,
cf313c6bf900f83ff345c530970d2b4701e328f0,2.0,4.0
495826aa35c7ea19db53ac193436ea43ddd38fe0,2.0,4.0
daa201824c16f6efdbb9c22ee3adacea74ca517e,1.0,1.0
32b0665cd44eb024106a2a4d40fb3fe75b33d2f3,1.5,3.0
47f827f73935cd832303898be1c318fbd3cb9d47,48.0,96.0
cc5b7c0e013abcd0c8a68d565cdf0cb0eba8e195,1.0,2.0
16e6100502a77537cc23e831fcd8815668905b0a,,
7312b219351c5a33c20d6f7c25bc2c643b0f3ff0,4.0,4.0
cd8e7fac0b0f34c0e230874115c4ad50372b353c,2.0,6.0
c0f26a14c5f58ad0da9feb350111d27f940c6270,2.0,3.0
920d48644744bab98d14fb784710642a9de3ec40,0.5,2.0
82f3d0453c0a991a95df34161d20f7b267fb45c8,1.0,5.0
d503035279148c263e7677dbe79966a29832fa3c,10.0,10.0
f7794351ef46fa717a5b2a2e749ac1814a19fdcb,8.0,6.0
61cbd43fc34caf84b434a7f6beddedbf9290601c,,
bc41bf813673e2b551eee3d51c5395d23bd6cab9,2.0,15.0
f0b754bd4ff02284aa6b1dcc81172b474160868b,3.0,2.0
457dfdf2c274907063099debdadf19a6593e0f2d,2.5,11.0
14ec439fa72f8c680f79373f725f8da5d078a8fa,1.0,6.0
c88925348081ba2006727ea82653d9093ad3bdc5,3.0,5.0
340ed08e610a57ce10e8c1dc045038382c2af13f,2.0,10.0
561cb943ed26c64b061438601367b86e1628e214,1.0,2.0
6a2049974bbcaf19ea59838f2af738878b85c056,,
70db5acad05e13c12b8a5bcdaf9f49e68da09ed9,3.0,6.0
6e77ff1c81779a774e8044c5d34b27e5e37a2aab,2.0,4.0
c33859593d93f8095a98924b18b705d471ea3d53,2.0,5.0
cea6b7c77054ca2c3cdfbd6c7ba91dec884b71a1,6.0,5.0
6ae6f3ff81ec89309abf6268b9ba590ae969156e,1.0,2.0
c87a752ba145f8875b5a635bd642790d3b6c486f,1.5,7.0
638cd1767094a81783e380cf6c8271b3e6e63854,4.0,2.0
e5874540aea95ae005b3a363ef1635098b0c322b,8.0,5.0
2186c086c18b8416280adce82a9c79d03e3179c6,6.0,6.0
3b815a944ebfe5f7896664d557fbf8bbd573fede,,
1dbd2d9751d7f9eba76e30e24edd5189f22a3076,3.0,5.0
2d3ff577f9f618b1a9b5e55dba95abea1d0a55fc,25.0,57.0
b56fe3e657ae4bd8d738702cec7233da02995332,2.0,4.0
3b1fb20dfaa32bb61ce541791a606da4f15a58c6,,
8804269fd48285c49f4b597dddb5f87557386e3b,,
c462abb49920017c483cc90f35faf8698c929e9f,0.5,3.0
4970e05c89d7119f28bf06048b30157e7f0d7ec4,300.0,400.0
dca7b75c8469b1cbfe0ed2ec1d855c2ea54f9214,3.0,4.0
d539da5b1612c8f82484b4629d1d8029c846231a,3.0,3.0
4ac7505211bd0b2572b66a8d92f58b1ac406950a,2.0,6.0
7c76a53c8d8696b245c834fd3a61f1146f34f6d4,1.0,10.0
42b5b5240090356c32e86eef48f9b8bc5e976073,12.0,8.0
b996df54187b7a0963410ad2c85fc1f24594a9a6,3.0,3.0
4a7ca09af1cda874b49a17c0be66f88e1c82bd82,2.5,6.0
168205de143705df24f44b98afabac5815e0813b,4.0,8.0
0b22dbe1bf6077303a55d04e2e6761c93034daa3,,
dcf7d114f2012de53d5e667fd3a7252fdd25492f,4.0,10.0
ae7221a6004cde34f97876363d9d69eb4dcb3770,5.0,8.0
8d049e3f83f1e7508a4f449b7672f18f872d5cb5,,
6b8724eb1690a1337cd4e96e4f9761815535abf7,1.5,5.0
4c4aa94203b9f6b810abbcb887c4d831f34e52c5,7.0,20.0
e46779e775d1a979f62cad195cedb7fdcdf1d913,4.0,6.0
18308e10ab511a33e802f3003cd6ac116a983b85,4.0,6.0
a27a43ad14699ebe918cbdb91cbe1456913f1ef7,4.0,6.0
2ec2e0f9764bcf5f3be9e1f22ce9c8b57e007cb0,4.0,4.0
bae463cca28e71bc82e5fbb81b5a193c97c58e83,3.0,6.0
798466cd6fc57a5a7c7c77f2e53ba1c2cf821ce7,,
a3f298ab423001c3d741c3c324c3f302f8d3a645,,
d6203ea51a2c0ef9230e07004e374e9e47e27809,6.0,12.0
98d2a85f5cbe11236e20192cb94ea4d49cbd7823,4.0,5.0
281186884d2136327c5aa115c80e8687cf6b1106,3.0,10.0
7de466f5569366e2a2eb2865797b5478cf89b8cc,,
6a6c44d5defebefbd52b35f9500c4d6562ba2df6,,
6cb40052c7d2690cdc2a2585a9b8cd18662b6844,5.0,5.0
c4ec1e561e5bb78af41893aaf03c68b0700131a3,,
3f9550c33bbff748aeb127bbce5b6500c77db42d,3.0,4.0
b3f83e68a22b018263dc54a911afd0b8e7edbd33,1.0,1.0
f0e44c3f3fc810a0d38acd2cb28a7a5083e980fe,14.0,2.0
dad14cddbeb4d8c4c0f38d864e3b07406c465e48,3.0,6.0
76072e50a9e301120d0ca15cc21c58ec101ef1e5,5.0,6.0
f505c3eacfc1601e9435dc4a39cd7afd29de93a2,10.0,9.0
1c944a471f714a2cb9cadafac3af4ee4481e2ceb,4.0,8.0
