email,time_homework,time_lectures
3468627b19d95cce6e99467ce5d70f079e88c635,1.5,2.0
4da515cbfd554fe5e3b90864f7ea16ebdaafadde,0.5,1.0
054a2d98725053366cae7f6ac68c7d4a05e64899,,
f86a026a3002c1aa518a7bdef40cc54009188c75,1.5,2.0
8b37afba024cc9f2244b8af8088fad10312352a8,0.5,1.0
3410a265818741c6124c80edff332bed5d2922c5,1.0,2.5
6b26c2533b7c0e83e5ec732245f776ed7cde10b9,2.0,5.0
524b4516527f11ad957884f967fbca5b6fbb1561,1.0,1.0
a6fb05ee6ecf9ff0e547dc77b159a18cb3793f5e,2.0,2.0
00f859fc3a42ce102cf0a3379384f8a6cd1679bb,2.0,3.0
a486c7c495db17e4a2a22cb6732494c18400dd41,1.0,4.0
b0ab2dc7b81eb5a84e3cd9038608dd052fe6de38,1.0,1.0
a23b8910ac2791cccee0692ccd178cb7ead3ed51,0.5,1.5
ecec0846af1ecf5e1d4554e8c838738070547983,1.0,48.0
fdec50ce2ce2597896a996531e1ea90d19dd6f12,1.0,3.0
9e6703a949fcb6b56cb857629c475ed64ee7a0da,1.0,5.0
bb7a3dd442d505a5edf32512a5b62b27823662e2,0.5,1.5
5d1437e5a60cab7afff8ddc282fd8e319aa2c879,2.0,3.0
6cda110976d9380e16938f816f6b36a1fd8ad438,0.3,2.0
76b44a94c13e98780f438868d889d40499619723,2.0,1.0
446247e142e26812fd67ba564b39053a2eabd3e1,1.0,1.0
5ef52f4a9a850e842ebe1233f5ffd38bc21f4085,1.0,4.0
ef5bd99d538162eb11a72b9c838c71356bbad6bc,1.0,1.0
21e7d1d1e788ce4194e51e0bee6725df528e2f8a,,
53ef925074886bd37411a846359e239ad1763cfc,1.5,3.0
bd5ca458e00c278e4ef0c4a24b2caec43e65261a,3.0,1.5
c9e04fb06a84b157525f43b11bebe51c52458233,1.0,2.0
c4122d7c13ee194ac9cbd109dbe537e7875d6d1e,1.5,2.0
7697e6b877552384b4d3951670e79c59374564ad,1.5,3.5
6ac1662c142c63006b1a3b589f4bd7d4c08322d4,1.5,1.0
65a2c61e94f803251cff32e6198a9bdb3a62f78a,1.0,4.0
bed6a72145650b471feb020b396279236686bc54,1.0,3.0
a37ae6d55f92bf96784c90fb9ec69a2e4843a74a,2.0,3.0
d57467f158688e79f3d256340ebcf5cb426ed39c,1.0,20.0
d8f8ef5926f4a03265ea7a6592db4a16b4196cf2,,
f5db6b8e00bbb896ab8415f47a65899133da9366,1.5,3.0
0e185ca538d0a1a21a992859a749cdd9f5f7dfcb,1.0,2.0
dad46ef77d208f76fbf04ee1147ca4f31290aa85,0.5,1.0
1ccb2741e8ec0ade29601b92b939c95712e2cb84,1.5,3.0
4c59e421c14102a2303612af006cab1fb9bcbe03,,
