email,time_lectures,time_homework,what
5bd6445c193f5846a9a57e7e4cfa5f7aa7801caf,3 hours,2,homework-01
8b4ae4641bbc8c2fb65e78c17bdaede38d96d3df,1,0.5,homework-01
d73c866c589d8e35981ee079e055c8b563ed44a7,6,2,homework-01
786611f65a800599690d11dce17bcfc47e8f40e8,1,0.5,homework-01
9a95143eae229931375caa43f791202c1b902687,,,homework-01
3e056495db0abff26e61629b0413b3458f9c94c8,1,0.8,homework-01
4be74b94921246a7e9125b4ff94ab27543f9133a,1,0.5,homework-01
062a4ca7eca7f1ce67830cc8b23a14ebefe572e9,3hrs,15 mins,homework-01
ebe40f00d8490e1d4826ffb6fcd331c830513a0e,6,1,homework-01
afb37782bb0f8fd64bc66f428dfcbca70544e71b,1,1.5,homework-01
fbb61752b39dccde7aa531919754c35c0af325d8,3,1,homework-01
e307efb3095ec657d6571aa8363736e3ba577289,Did not watch the lectures this week as I am familar with basics.,1,homework-01
b3e6a27256dfa9a26d321542ec8c8b44853af5ff,3,1.5,homework-01
f588afbeeb2b84cd42ed1253c192408398f1a157,1,1,homework-01
5c8d4b058ee37c3bf10fa9696772cae7576a1e5e,1,0.5,homework-01
2d0c9dd8e4547d3872cb6ca577ad83de72717fe6,120mins,90mins,homework-01
6cb40052c7d2690cdc2a2585a9b8cd18662b6844,2,2,homework-01
9aa8b153f2182e08866b77de90ee6cbeadc36611,4,1,homework-01
1659c3504c85bec6440928f93ae20ec4e7958226,3,2,homework-01
6eff4507e1e51d2d57bbf466e6b56db8d53c1f32,3,3,homework-01
6d93feb2645516c9f20955c39891756f6ad03d60,1 hour,45 minutes,homework-01
d31423e44a46a89a73c3b3a43a1451c8e204a927,2 hours,45 minutes,homework-01
d40529a2ce45590bbfdd6c8dd9d02f530f1be4d3,3,1,homework-01
d70d4df9f8bd51da79d8ab9dafa4926f78562c1f,2,"1,5",homework-01
76b44a94c13e98780f438868d889d40499619723,,,homework-01
3202ab1dfba14bd67fc70abdc57e5bf9a0927f8e,1,1,homework-01
60055f7429f188e58330dcd451d6ac4682372177,,,homework-01
cfba9f5de927387ebceba0e75a58978c5bae3f72,5,3,homework-01
a94a1630c24c44a97cd8e48174c62889600eba8b,3,1,homework-01
7a435bbe0cba837ac3c205c976698ef89e05464c,1.5,0.5,homework-01
6a6c44d5defebefbd52b35f9500c4d6562ba2df6,,1,homework-01
035dc222582442e690557dbd468e5824fcdd5d07,5,1,homework-01
413762953fbbe3b8bd356feca3d41d48c3ff0ab0,,,homework-01
0d525e88f8a7a48520c1c50e7f57bcdc04b8932d,6,2,homework-01
45951f11da759a435989080f9d59452f29c71b45,1.5,1,homework-01
d95b89d0c74486c11f969944dd4bf5e21f98bb17,1,0.5,homework-01
1d4143eba3e93e402f50fa1923f0dd6cb078060e,3,1,homework-01
af4f890fee1b66da0a8e90ef6f314fd5711293ca,2,0.5,homework-01
ae7221a6004cde34f97876363d9d69eb4dcb3770,5 hours,2 hours,homework-01
8f7bdbe2a7e95419d936afcae3315c18eac906be,3,1,homework-01
5b9b47bbde445fa972ad93546de1e366d724ee95,8,2,homework-01
1487e3227d68822f08b598e4d5a87bbf1f5e250e,,,homework-01
5f39fee62097ec9c9337ee464b8efa1859d53bf6,"5-6 hours maybe, I wasn't really keeping track ",under an hour/an hour of focused work? i didn't do it in one go so i'm not too sure,homework-01
2de3de72509444579fa17b71c6288cf35180bac6,0,2,homework-01
2bbcbaa8a90ecb87eaf95fc68801bc905aedbc15,1,1,homework-01
c614067bb7255f858ec07ed5cce17ee6eb4ff6d1,2,1,homework-01
874a9495dd6c7a5903b815d56228a77f46068d8f,6,1,homework-01
a755daa4d8561c4e55e7bab521b8b31f5726933a,,,homework-01
7f160ce44fb251a100cc54a24ddd755750e4bb78,,,homework-01
b7356d601e29d9ee99692a64935ebfcb8e9bb7af,4,3,homework-01
377c7336a02c176e1fe9bf788ef983cc8d34d957,2,1,homework-01
8f2df9df92bd5165ef60490a6f77ae7ea61605a9,4,2,homework-01
e275d974cfd39edc20e18fc393e603f41ec70cda,2,2,homework-01
d3789360bbbed030a129ae095bb2dc286583e3fb,3,1,homework-01
357c8ce60d3341bc337654b6fbe2466a12e35df1,6,1.5,homework-01
7cf4f1989a0d5eb388ff36e233ff492bedeecd5d,,2,homework-01
074b726d9cd330f203302c97ffc871a972fb04c6,1.5,1,homework-01
4f1904994eb9cc7ca7a31bed7e60fdc27246c480,6,3,homework-01
e6f0ba4d3cc942fd3f38c52239b50ef3c92ea511,4,1,homework-01
340ed08e610a57ce10e8c1dc045038382c2af13f,1,0.5,homework-01
49a453e87d107e3be5fdf36ff704c840d08acc8c,3hours approximately,1 hour,homework-01
c504a4768a927d1b2b5d532556c8758e388831f7,0,2,homework-01
f6bb0aad41867bc9c664b7977708614088cf13a8,2,2,homework-01
e5669b57181e5d714a98872917a97ba05db97b19,5,2,homework-01
4eba0efae07cae9b472bd318f8da9762dbaea6b9,10,2,homework-01
c28851e26d082e1f98d1f4cf1f84815d47a2d9ae,1-2,1,homework-01
7807511273534f358c639cc9df3eddda06994d33,5,1,homework-01
572ae7a476bb1e5673ca851dbc34df50584da138,2,3,homework-01
e49a83134f5df6fd07fff585bddfb263862e4ba7,6,1,homework-01
5cc1513d5243b03702a9f887ff216aeb269e6ac4,5,3,homework-01
ca068cd9ec3beb02061bd74b3ef6d8d6b4a7a6c9,2,1,homework-01
86671728ccb2869eb77384c0ae118b7f52cb3359,3-4,1/2,homework-01
dd5b55ff79bbcc41c2b7b9a2459bed2f1760c470,2,3,homework-01
bcb8ef67167045b82eac20998cd1075fc7c2847f,3,1,homework-01
a6dd5c3210eb83fed9a255acd061d772fe697e88,10,1,homework-01
18308e10ab511a33e802f3003cd6ac116a983b85,3 hours,1 hour,homework-01
dad14cddbeb4d8c4c0f38d864e3b07406c465e48,3 hours,1 hour,homework-01
32d828182e35683d03712e1cd364a5df5f2e370b,3 hours,2 hour,homework-01
f5e09c07fcdcbb9ec646a989a2ac1716a8b7d67b,a lot,5-10 hours,homework-01
ebdd1cb187d4d5eb7796ef2d395636fd280d2a90,4,1,homework-01
49741b9dff2d87b8c7c6ff0c77b3e5579ddb96dd,I spent about 5hrs because is my first time,2hr,homework-01
42b5b5240090356c32e86eef48f9b8bc5e976073,6,1,homework-01
02e6dca8958ce065b203a61b5df61793430ed858,1,1,homework-01
4f38dd98589f8629b352b3bdca90b265a4fb811d,2hrs,3hrs,homework-01
42296012d9bffaf0ab26eb48f6324bb9ff592dbf,1,,homework-01
6032ba237775a1836b9382389f425e418fe21a2a,1,1/2,homework-01
b12e0086ee13b6b8173f106a5bdaa4eadd5f76a3,3,3,homework-01
c50c054f1ebb420db3760c045270f735a0d500ea,,,homework-01
0fa43a12e645314b4fa3c4ac7690534263ddfbf2,3,1,homework-01
3951e17e27df5787ddde466bc1b25eba2f23c527,,,homework-01
7eac78e16ec2318a59a83609c4a57a5970f7075a,4,2,homework-01
d1c020da1617bbd5edde79b68107c9a20c5e50ee,,1,homework-01
92ff2e4f2f7f3aa970058957d5c925dea5774614,,,homework-01
e4d41d7c57e8cb5e555bca469542b566b9873de1,2,1,homework-01
4a9d3289533c719b4ea7d9c83feefc3d270cda5d,6,0.5,homework-01
c7e0b04e479f9a8782584e7f305ec14513c9365f,3 hours,1 hours,homework-01
303858b20635973e599a38cec1966602f6e3ba62,6hrs,3hrs,homework-01
a20c529535aae6eac38e738e6a00cfa91d878698,4,2,homework-01
85d33675b1243bb519fcd3d6fb8c5327db31f194,3hrs 15mins,1 hr,homework-01
dd068f123430248b2d040336aa916161042eb8e0,about 2.5 hours ,less than one hour (~40-50 min),homework-01
c141567ff152fc9fd14edd9453f03cdcdeb9b7e8,,30 minutes,homework-01
2297419deb1668e6aa9850fc689f644568cfcc5f,3:00,1:20,homework-01
e60a3563a342922cafef3c02059c9f90c82f4591,less than 30 mins.,2 hours plus,homework-01
c06a54e52bb0b345a7bf46ce38f39f89626cb9e7,5,1,homework-01
36964a55c1398a9d862098f6cf587a7afd1f0a3f,3,2,homework-01
d25e2dfe3e65ed11b7913215dd1f2797e52865b6,10,0.75,homework-01
11480f1de5eb3d270ebeed0efc2a40b5d1970340,,,homework-01
7670a1cafe0b2f3fc518d9ff731b80d3a6c5a33a,24hrs,1hr,homework-01
e01d8350e21f11eaad8d80bfce8013045bcdf3ac,3,1,homework-01
edbc2b3a5db6222a8bc83cf2c798f349bcb8f5b4,2,4,homework-01
583673879d722fccb8b88c97a997480075b32606,3 hours,2 hours,homework-01
4472d8f6e7f9069f37050ccb436b1e2beecd8970,I think about 1 Hours,I think about 3 Hours,homework-01
acbd7dba445b390e9ad0931a3d6220d238e49974,,,homework-01
f3134ffbe16b6926157658861d09938507929e8c,2,2,homework-01
36f0205195248800e09b861a130e318695438541,6,,homework-01
6ab34c593d147f00cd32b6ac8ca6079fb35c017d,9,9,homework-01
739e1b79514f86a05648a9864d8a289b830a3f6c,3,1,homework-01
34f2761bfe0c305f0abc0da3fcb70a6c33cf34f9,4,3,homework-01
31c3a4690ebdd6aa5bd208dcd9074071f3a53fc9,10,1,homework-01
f0bdcb3d973c5ff5293af59164612025b45b21f8,,,homework-01
a1c8c682942e6af15c58ce282e11093b078a8882,2 hours,1 hour,homework-01
02a590c47d75ff24a0a3c151b177304c76a16205,,,homework-01
3c4054685856a7564e12ec006c8d2f3dc8293524,8,2,homework-01
9a32c22975d06d73862380ddf4199472512b4e27,2 hours,30 minutes,homework-01
b693f7c83c248d9358ef939825f7056e0366d4b0,20,1,homework-01
9559b9efdedb80b0ef43c10caccc07bdff9e531d,3,0.5,homework-01
fd6e587d23f846322026ea8ac4db55c183b075e9,0,0.5,homework-01
ab7e10fdc20a7a26099e0e5667d622a01baafac8,2,1,homework-01
5d60a7340956d1787c3083d0dd5b687dc696d610,6,2,homework-01
eb2e36f33a61f267b9421bb087e3a5e14a5b9bca,,,homework-01
c760ec008e95e1dd52b0665d09bbc75b88934404,3,1,homework-01
ede852b3975058886139edcbb6a5358d5b223f4b,10,2,homework-01
1c2602a03ff83b16478b9ae81789f539902601ad,1,1,homework-01
c960dc199bdc5116f0c935994ae9ebab96f6c724,2 hours,2 hours,homework-01
3965f3cbd20f0ab30438ebed773365905e5d30c5,,,homework-01
df656ae30c442922037c74f227aa3e35f5ec5bc7,5,0.2,homework-01
169fc339d6c077dcfce920abd4980f0856ff11eb,6-8 hours,2 hours,homework-01
6ed692b45dce572cddcd75a759a00c2eace8dbaa,3,2,homework-01
2b5912a24eb164af53654398acd09db35ccda250,6 hours,3hours,homework-01
6de5c8407938c12e5b6bc64c50a0111b5686d030,5,1,homework-01
339eec77e24b3257d7b413cfebc8c06dc2e3792b,3,3,homework-01
c4ec1e561e5bb78af41893aaf03c68b0700131a3,0,1,homework-01
3623cd45647c813e07a0986d36728bb0acd7fd36,3,1,homework-01
46415df696bd41d701cc1b6ac6bc00c9b8cc8d73,,,homework-01
355a6a996cfa734900b53659ed58db5558d38e3b,8,4,homework-01
4546d60ab153e89e782f43eefda1398471ebed17,2 hours/day and more,5 hours,homework-01
c922fd20866a1a8cff9a4742e389822c80aa0020,1,1,homework-01
1d45215bd5e10b97de44ecb7f57f0b0692f957c8,3,1,homework-01
69f6355b37b5ab5f844f80c466693866c6316b86,5,1,homework-01
7e5508650ab5704e30baa0faf7e7573ff96befad,5,1,homework-01
dde6da149bce450a7d7f8a380c8da02bc6e6279a,3,1,homework-01
33afabe65c06efffafbbfd35599d7259cf8449cf,1,"0,5",homework-01
0e86ba62693a31190fc9166e909925d8c42044d5,2,1.5,homework-01
e569b8ed0941e71d56198f8f9fa713d753610ecd,~1 hour per day,2 hours,homework-01
01a5c4b4b90faf3863abc450b3db2802d76d553d,4,2,homework-01
779788ddc63562ec87a77b142c77fc18c0006522,,,homework-01
7196fb4d9d43a010be3c24e62fa31def70d0ad2c,4,1,homework-01
ca8bd994353b5aa8ee4c3f73c430615a316f2789,4,2 hours,homework-01
48cd5d520da5ff5339217ee5e4073f2eea2582d8,2,0.5,homework-01
e37ad1997774ad4dd4b3f4eb433147d0f3e60ae0,,,homework-01
4118d790ea0f157c3476091cdfa8f1329321e28f,,,homework-01
0d911fe46142dbe6c9dd42412d8f56e324cb9747,4hours,3 hours,homework-01
b7d50f1edc6741a450a31d54c7e15b50191d42dd,,,homework-01
e62842e5f298f6077f59a15ef341b6f502ae35f5,2.5hrs,1hr,homework-01
b39b101f14b610f01a122630df20b34d6428c778,8,1.5,homework-01
75bea837835bc6b8fbe3cd70daeed45d3b4252c8,~1h,<1h,homework-01
6527c4cf0c26444ae872ecc41f36c9f49f9643ff,,,homework-01
af47dd20caa325b60b07652c027ea5a15419048e,10,1,homework-01
ef96d3e6eb8623a19be9129416b8de11ad54000c,3,1,homework-01
5ed2c8ff8a855c083e11e1cbffc7dabc64858e73,6,1,homework-01
36ce7923f66ad681c87fa2add6f182a4ebc4b69e,5,2,homework-01
dd167050966866bfff7876f4482abad1ff2c4832,2,2,homework-01
55f96ce365eddd605bb527b3c216cf5c28f12bf7,2,1,homework-01
bfb0694ff60caa93792237d847d7275980b119f9,8,2,homework-01
e4a58c775207378e0db15ec139a4ffef9f61b140,3,2,homework-01
721745d70baa065f665d576af25333fdb05f7674,5,3,homework-01
39f406da1c3d1a26b9df10a7e3d2cb4502357f48,3,30 min,homework-01
e0a36d2964b0a2ecaaee8c3532a28a4eef1ea75a,1,1,homework-01
1fe8d94f303b884d58051d3268f76761c65e1091,3,2,homework-01
b24bf79b03dd3987ba2d88b020e72fabab886202,3.5,1,homework-01
6fbddad1717455d3dea7534e0afa026a474291a3,5,1,homework-01
cf408221e2ab56e655033fbd98307798ca4940e1,1,1,homework-01
c2e1dafc87656e0a837782d1210e43d66152144b,,,homework-01
77164f4b2568322aaff071a46f35724e0b92ca52,10,3,homework-01
deeebbeeacc5b004cbc646fbd7aab29aef877fe7,6,2,homework-01
d367c1d02ec0524512795b6ffa6224bde2538bb5,3,1,homework-01
be05634cf9b8a666bbf4d85b342be827ae83ca03,~5h,~2h,homework-01
3dbfa8cd5ae70285448935cb8482caab021ed3c4,1,5,homework-01
39894924b15abd3830a143df7773d9a1fce0a5c1,4,2,homework-01
4a43663c1a4436acfa927aeac6df51bffa243bf9,2,3,homework-01
aade3e7a0552ed48ae26179dacd05b046b7e314a,5,1.5,homework-01
0854dff9374e0119468a7e4386445dd7793b53e2,1,0.5,homework-01
283b2e4bdc88ec4137cdbb401a8b55fb06653d5e,5,1,homework-01
fa51626841aadf0b5f774c9d973a982e4f07df0b,5,2,homework-01
a1985e32ba337e1738cc4deab7ddee82d107adc9,2-3,2,homework-01
46f00e3a6be76353f9ffb41c7061b9ef9587c63c,4,1,homework-01
5842b5e10b84253b09bc47ba25cabbeefb729e03,3,2,homework-01
0b13435a91cf2248cd29f04abe0c4cdc23f0d7d6,3,1,homework-01
44c756f1f719b4befe0fef67955460ae70d46038,5,2,homework-01
7a0ffb5cc833af0d078d8a3622ec93605f08951e,,,homework-01
a432b8882bea7cc5172b79c2ffaff10b3877e8cf,5,1,homework-01
7ddc7add373284cd7301c69d1dc71f5b7c3a53ac,1,1,homework-01
1bf4cb49efab7e198966d24d5955f3344406df99,,,homework-01
7fbfece832b41d15cc07f751a7fde96dbc7aff80,,,homework-01
d06b7a799bff6eff4676f55b54339a518e8f7440,2,0.5,homework-01
d59b330156672a80bacfcd808f71596ca277cbda,10,3,homework-01
9856fd4fb016f089739eaa5907939a831f289c80,10,3,homework-01
36baa948e7695ada96a8ece56ed3f42115f1435c,8,4,homework-01
416bf749bb0b3d4e3dafffb18eed473b459d6629,5,1,homework-01
8b65cbaf8847aea246c9ccd0313aba5692ac7d25,12,2,homework-01
8992dfc4108019c1f1a646d55dad3164267936d5,3 hours,2 hours,homework-01
0fdafaf2da0298016ef5dad06f23d8a098062e4f,,30 minutes,homework-01
a57ffbf53e90a336d579d03b967cf8ed15275152,5,2,homework-01
585f8196db35ba924c65638e5b896d32fb570a16,0.15,0.15,homework-01
a508ae7adceaf08262da9b9b08fd5b4465aa97e8,2 hours,6 hours,homework-01
e25699f1e8736f97efa30b3df5c20abb50ef07bb,,,homework-01
67847036964d26d2b336db699a880f4e829b1dfa,2,1,homework-01
9c6d07990da4e3029949bb2eaaf03f57ffea4c6b,3,1,homework-01
113f50183c91f55d79ad1413f7285379c766fa42,2h,1h,homework-01
2bb6d0f719def0f3ff68ce1900539bcba78ebc7d,I spend two hrs in taking a Lecture Video and for reading I take 3 hrs,2hrs a day,homework-01
20f43628cc706aab99d212d0c1838fa53e671481,10,2,homework-01
edcd971b4f6d1d38cc1cee85956f8aba89cf367f,0.5,0.5,homework-01
7992b81ee844ba2e5ada2102295ca64bbd0c74d1,5,4,homework-01
b4970162a928ded651587dde71a26dfa956409e2,7,2,homework-01
e64552382a85fda4e790d334fc0fdf36aaf5d50b,I watched the whole lecture before I started the homework,"Like two days, I have finished for like three hours but my problem is how to load the file on github.",homework-01
6998413d2f1eca71d1e809828b3667ea529f70c5,10,5,homework-01
e3bf15cba4d8fbe00e7e54dd933cb3b96964891a,15,5,homework-01
7fbae299b5be4423e39bf57f15352eac10f13152,3,3,homework-01
b64df80809fbbd9ab441a79527158f8bd7431bbb,6,1,homework-01
920a35e8063c57a0f960adab99cce6278362ecff,6-8 hours,1-2 hours,homework-01
d36eb7deba1bc341ed7cd77158e6452ed6a19982,2hr,2hr,homework-01
9cfd7c281e3844a5e9675d1cde0967bd756abddc,6hrs,2hrs,homework-01
4ee64170f7e97af5050eb52fa4266050a22cf09e,120 hours,1 hours,homework-01
82b87033f856196876d2dc2fbdcd658dab36218b,8,3,homework-01
c554619d1dfe84b98f551b1b20764b6ca1441a4d,3,2,homework-01
043d75191db8d85440788f8fdd093ef64e834d00,3,2,homework-01
5a8073e2854c97dedd37e7d75929e20b7bb92ff8,1  hours,2 hours ,homework-01
fde7471c61fd5b6d03ac731ccbad17fe21ee2478,3,0.5,homework-01
9232064b2a33d0a2e55cebb67339f071982beff4,2,1,homework-01
456fe7a703ee2246dfabced4b6d9165e3c97b92e,5hrs,2hrs,homework-01
ea647b483bf015308323e7b789fbb83d4c14d842,3,1,homework-01
b11c54808687649bffeeec20add2a397bcbfd36d,1,3,homework-01
de70cd7da77099c79c3df06dbbf6ef6b6b6059cb,6,3,homework-01
d02e1dc9966ef1d1d4182d75d2404e24e5dfdf08,,5,homework-01
ab899768350451e5053bb7d6ed32c174b97f0692,2,1,homework-01
5d064ecad914c0c72d5ff4d5334cefc70edb4e8a,2,1,homework-01
80705821c0b58b16b41794e274fe82d962baa405,8hours,1 hour,homework-01
8e2ece27e845e6dfc6d57f47ddae07e05e4a3c05,,,homework-01
29596369201df76dd461b05b76bba1824ef126d9,10,4,homework-01
5670084807dd0dc744c2d771091aa4425e39b82d,5,3,homework-01
0d8910166c3565ca8b45bcba478fb90eee36b90f,,,homework-01
b0074f3be48f7013ecc85be483fb8b25ab52dba0,3 hours,3 hours,homework-01
025592e85d2099e9e31f8016de477e3e962e1808,6,2,homework-01
1f0e4fcd2135a75ee6b892c2cf847d8b4e7a424d,5,3,homework-01
0649e011a11fbfdcb5e890c937f7f9b39af2ae24,,,homework-01
df13b3bccadbde1e0f2aefc535aad1e5f515b267,120-180,1-2,homework-01
2aae4c5c93d8f1010358bc14f2e70f9fed0810ad,8,2,homework-01
06aba98ae76132e02cc1b07c6c7828974da98418,1,00:30,homework-01
51bb171b62b5c883075c79e69c2534088bc01e3e,1,1,homework-01
8538067115039ec9ac0ad1b5191cec1beec46cf1,About 5 hours,About 4 hours,homework-01
69551ce443c2e2fcbb200c3d8ee4a05356a1e15a,10hrs,5 hrs,homework-01
1fec47fabbe4e2062e4f16332afa10525786af8e,2-3,2,homework-01
d90d9984b8401defee46da9efc4d7a24ff42d7cc,3,1,homework-01
050ce3218074cf9aaccdcb72ac3c5c3ca15bc654,3 hours ,30 Minutes ,homework-01
81809dacc899f884d54686a7a86f6f28995c5bb1,3,1,homework-01
db72bda86a2f12f1db3f5b1e90998810cbd92773,,2,homework-01
2901ad8841f23e8b7d1953592b3c0c58290abd1d,3 hrs,1 hr,homework-01
94bd2d00e0821044a66b1a7a3881459df4295b69,2,2,homework-01
57bfa7d64c102522ae7d66f73bff25fc6badbf63,6,1,homework-01
5ad2e9c6e50e99ab4d3cfc7a4197479407b40087,,,homework-01
00733ac21ad0dbe76ffd4c9e362b250a1f698971,2,1,homework-01
ce92121dbb530bbf9f7edff89d8f91437d7bf7af,2,2,homework-01
d770e3ee64d471aec022a1e59b767c197afa6dc4,3,1,homework-01
a98b69e2f7791829daf3eebe9ceff9c4d85eec24,8 to 9  Hours ,2 to 3 Hours,homework-01
e1156edb66620cfa9edc0b8698f2a9d855b8465e,~3ish hours,1,homework-01
32e72fb2d9ea400968c894dba698ec3a3232ba4f,3,3,homework-01
3a3c619156c66a228787a35e14622d8c02b66871,6,2,homework-01
49f115f2a87648004dac9a7718777c38db4e0f94,1.5,1.5,homework-01
f10f89aaa9d56b0323486ffdb2e885b2ed2352cf,,,homework-01
9903583f1f86e0588c3dc9af50c7ed55819b387d,,,homework-01
13b3109a764f597c9606730682592746a239d2e6,42,2,homework-01
53e7aeffa44557c4b5afcbe59257297441ae9e5d,4-5,1,homework-01
650a9cf1fc815db44e985e97a24ea54215fdec76,10,5,homework-01
a0eacbc570f91fdfdbf85740883813c896f06595,4+ hours,2+ hours,homework-01
fe80fe062c066ff22558f76d8d82f6916d57fc24,3,1,homework-01
4db9aa39f0f56c61c687db1cbdcee4d21b4e8841,5 to 6 hour,2 hours,homework-01
442cf6a890545937a4616d70226ba3eddaa7aeb4,4,1.5,homework-01
c984a5f2d1cb866c5ac9965f0ba9828380bba1fd,10,2,homework-01
e704203609d768fa2904cb37e6f950dbc4269438,,,homework-01
ed34605687b8ea49073e4fab55622894e48fd5f0,12,1.5 hours,homework-01
0825f98fe745ae00d156e619f443ecb64efa0ae1,5-6 Hours,2 hours,homework-01
cac261831f1955cc8dd2d9a08542b52f5f8b9d43,10,3,homework-01
2d11063ccd4e8c418e23c24a043389ae02bf1026,3,1,homework-01
51b6b7b4104b522aa0657852c7d3cfefe95b85c8,4 hours,1 hour,homework-01
b5b7cf54ab38b1a84ba9d51573dc9f33de97f5f7,5,1,homework-01
29a6248a93fed9cbe29576d190cbccfdc46c86ca,8,4,homework-01
c8fbc2beff6ffa20c43366bde5180ece9825f9ab,6,2,homework-01
93c5d092b93a0c2a99e598306537c3f592a2341b,5,"4, had some troubles with VS Code-GitHub.",homework-01
b7a8a101bfc97d42f1aba5e0e5928527e994599e,4,2,homework-01
e78e290dcb66641679faa3a81c9bfe0e4b5c0f44,,,homework-01
196a85471e115af4992fccbaf99c90ce5c5cfa10,2,1,homework-01
f529a2a205b1075f48f6dceff288263c633d3536,,,homework-01
eeedf41e5d6a76ba2f455133c5a23fcfea7259e8,,,homework-01
efe58f786a883558e9f96fdeedab8c6733430485,3,1,homework-01
656795c2762922f3c7d65f0892dd789c4f43477e,1,0.4,homework-01
d0e1c5a6a1636168f4706841320e0f013d179a3e,,,homework-01
0e0b83d8ae970265854d1e8a4cbbcd0865fae2cc,2,1,homework-01
99933fb080d46d7415b1a4bae28e2a38132a585b,3,2,homework-01
963c4cf2660a13268eb84f229741aff37c8aa63b,1,1,homework-01
88315b77c43eeb3b0d5ce904f53780b70bbfd744,3,1,homework-01
95824137b847c01d06318a24a451c195d45f7930,4,3,homework-01
d61d6f7c1bb47ea2743ccf7a9980555bcc5cbd54,6,6,homework-01
278741a5cc7a8ae9b6cc41dc2cdbd7c11bff4343,2,4,homework-01
e07f8d24e3862d71a0c11953ef05e5373758fcdc,5,5,homework-01
366071b8ff6e7412e31fab47e42eccddce6f5bcf,4,2,homework-01
75fdb3cecde3bf5bf2f3045bdc0f6f35d15dfc6b,10,4,homework-01
338f29e4c163af5b8be6450cb75c9e7f12709e0a,,,homework-01
f55ee7ecad38f1d5521acd2226041f0a1276f3a9,4,5,homework-01
1e601d610e6744b27663649d27ef1b5c43b5bdba,3,1,homework-01
66068408f948ea68cc5a710eadab9365cc9b2ec8,0.5 hours,2hours,homework-01
aaa2c064e0e2a7dbe626c2d9efcd8a7842a2b061,3,1,homework-01
40dbd0aa2035107a0b0358f07a13c1aefd29f4b8,6,3,homework-01
f4e794c465ae8d86212c1a657551dcc797c8d4dd,4,5,homework-01
ddf31fdecf334428adc7b9420a8550fe72bf611a,,,homework-01
c77795c7aeee1b44f4a50b4364b616e5b2c8aff2,3,4,homework-01
7143226ae55368d68d9dc820f783188c400ae57a,6,1,homework-01
89ab0dd9f4c17ced009a0420057137a23326bb3a,8,2,homework-01
459f855263eff68f82902bbc4dba0a0b09131a3d,1.5,1,homework-01
962d204d2d759200daf2fb981deca0bd0f1cb3a1,4,8,homework-01
a465c9708f8dd765079cd4938f8bf329d73979f0,4,1,homework-01
f030404f38ee9894e829987629108584bcd9ba32,12,4,homework-01
bc441ad13af87b365c5976ca07cdc7fd56ccde8c,,,homework-01
21ad091daf2083b66258f49181458e1c6ffd1a79,3,1,homework-01
c799ef3c70e835599bb005bb9ab78f5b11e4f4f7,12 hours,5 hours,homework-01
d71918f029a615fe6b6520daf43b6931d1118dba,6,1,homework-01
1d400227b2ca261a9097ca634b5c2d66598d8d2f,4,2,homework-01
b8c2c95dc32a031af75e2b202c704a221cd2436a,2 hours,3 hours,homework-01
d96ddf2465e9da0bb5ccbb2e828840e65b403772,5,2,homework-01
d8101892c8223da06b93826feb42c030209a2001,,,homework-01
f493ae8dd73ff491328712307822374195726295,4,1,homework-01
aa29929a05144b1240cf9751c03f28be64e06301,3,3,homework-01
f78ec08480aefa7a2cffa67c278a3d8114fb085a,3,1,homework-01
5aac0f101d729d7b4b050dab63716bffb25f3b83,5,2,homework-01
6df13c6831472996bffd20f33fdb881b99c4e2f4,2,2,homework-01
c36283b9666c78e7324b5cc69e1b233e04c8f80f,0,2,homework-01
6fb4596557ab71b23e11fa21492b9ae759290d01,,,homework-01
6483e0133ed4257e58ece0b7c655a9aa73a4f70b,8,2,homework-01
19ec3c582edb4338b6e19cc10088a6e93eaae9d7,5,30,homework-01
f714fc897c4666becdeb7357beb52876b1349f81,2,2,homework-01
91b86975d62dbf71b82d41399590efcc1e4611a4,,,homework-01
54b1117b2ca08f71fe28eade78ba34646ff9ced3,"I did not pay attention to it, but next time I will check.",approximately half an hour,homework-01
5a8552ae70bb849f2d7f0df6ceac2c0d96d2caba,5,2,homework-01
c51b3076a11f86e239a682faa88ffe4781c6ad29,4,5,homework-01
e0ba508735580955feb47c781f439ee50c565ca1,4 and half approximately ,2 hours,homework-01
50f72b8ad07438d47bec3da0b5332c2ffafbc65f,5,2,homework-01
47c94a661bcd172465556e75d008f22561a2b331,6h,2h,homework-01
f42986caf6dfd7ffe2176b2a15e8753320bccae7,2,1,homework-01
0fd67754266ceedc4a71adfea8ff051cffb9134f,2,1.5,homework-01
0ccd97f30f6da2d31fae77f7b8811e50541493d1,4,4,homework-01
26a7d06dafb55cffefaba4a3cbee0d0b2624b9f4,2hours 30mins,0.6 hours,homework-01
8b0697119f689ded3f2bdaa32901dfcf6093bfe0,2,1,homework-01
02819eaf8c776edd75a5ad041195b1adbbcf9097,4,1.5,homework-01
79334e436450cd1d321810bdee1a03ce94128b9b,3,3,homework-01
30f5881c1b239289dcbe42e775c6d4f6330ced00,1,1,homework-01
3b3ce8d3fe6658fb86a3b2e786f95a0e02aac0a4,5,1,homework-01
d6faafbb104a1a6aaf571e63c52e1d53cbe77089,2,2,homework-01
1a13a5908b12bfe8f354a00f57c335fc9393cbe3,2,0.4,homework-01
35a0c50d79dd546a388b8b7f2cb0970cfe7a9526,4,1,homework-01
