email,time_homework,time_lectures
6a6c44d5defebefbd52b35f9500c4d6562ba2df6,2.0,
874a9495dd6c7a5903b815d56228a77f46068d8f,2.0,3.0
c72e18525886d873aefe8b6732faf603998a544a,4.0,5.0
c870621552ce4213324171befe96d0ef3876110b,2.0,8.0
9dab680500fd239a571b78a25552ab862af9ad68,5.0,3.0
d0e1c5a6a1636168f4706841320e0f013d179a3e,2.0,1.0
c28851e26d082e1f98d1f4cf1f84815d47a2d9ae,4.0,4.0
572ae7a476bb1e5673ca851dbc34df50584da138,2.0,4.0
416bf749bb0b3d4e3dafffb18eed473b459d6629,4.0,3.0
035dc222582442e690557dbd468e5824fcdd5d07,2.0,3.0
55f96ce365eddd605bb527b3c216cf5c28f12bf7,3.0,10.0
1d4143eba3e93e402f50fa1923f0dd6cb078060e,2.0,4.0
1c2602a03ff83b16478b9ae81789f539902601ad,2.0,2.0
7ddc7add373284cd7301c69d1dc71f5b7c3a53ac,1.0,2.0
588a03d8c47fcce8a799eaab83323d6cc2f98615,1.0,5.0
7f160ce44fb251a100cc54a24ddd755750e4bb78,,
303858b20635973e599a38cec1966602f6e3ba62,8.0,8.0
afb37782bb0f8fd64bc66f428dfcbca70544e71b,3.0,2.0
49a453e87d107e3be5fdf36ff704c840d08acc8c,3.0,8.0
7957c11fc97756368e6271ee717b547fd85103f2,,
ef96d3e6eb8623a19be9129416b8de11ad54000c,1.0,3.0
d06b7a799bff6eff4676f55b54339a518e8f7440,2.0,3.0
44c756f1f719b4befe0fef67955460ae70d46038,3.0,20.0
a8f2bef73851f118c328ffcc3647840dad0f8a35,,
e4d41d7c57e8cb5e555bca469542b566b9873de1,5.0,5.0
03bca253753d573ebb5889dc00845682817a61ca,6.0,5.0
b0074f3be48f7013ecc85be483fb8b25ab52dba0,5.0,6.0
99860788bea224a70b52ce69d3ffbaa00068fe86,2.0,9.0
42b5b5240090356c32e86eef48f9b8bc5e976073,6.0,8.0
b24bf79b03dd3987ba2d88b020e72fabab886202,2.0,3.0
e307efb3095ec657d6571aa8363736e3ba577289,3.0,2.0
67847036964d26d2b336db699a880f4e829b1dfa,4.0,4.0
6cc80abbf67434b93da6e139ce2f9859b9012fa2,,
e01cb5d2d75acccc92b7e7695d2a981db9f16cd3,2.0,4.0
e01d8350e21f11eaad8d80bfce8013045bcdf3ac,4.0,10.0
355a6a996cfa734900b53659ed58db5558d38e3b,6.0,4.0
c614067bb7255f858ec07ed5cce17ee6eb4ff6d1,2.0,2.0
82b87033f856196876d2dc2fbdcd658dab36218b,2.0,5.0
d40529a2ce45590bbfdd6c8dd9d02f530f1be4d3,2.0,3.0
6998413d2f1eca71d1e809828b3667ea529f70c5,5.0,10.0
4f38dd98589f8629b352b3bdca90b265a4fb811d,4.0,2.0
377c7336a02c176e1fe9bf788ef983cc8d34d957,1.5,4.0
02e6dca8958ce065b203a61b5df61793430ed858,2.0,1.5
5f39fee62097ec9c9337ee464b8efa1859d53bf6,,
f80e240cea7e6d69c9c17920b5e4e98bfb72cd8e,3.0,4.0
65d648e21482eaf8d7d9037509353c61359b801d,2.0,8.0
3dbfa8cd5ae70285448935cb8482caab021ed3c4,10.0,1.0
2bbcbaa8a90ecb87eaf95fc68801bc905aedbc15,4.0,2.0
7526105874ec9641345a3a161e959ff95d3ba6ba,4.0,15.0
e62842e5f298f6077f59a15ef341b6f502ae35f5,2.5,7.0
0b13435a91cf2248cd29f04abe0c4cdc23f0d7d6,6.0,4.0
c141567ff152fc9fd14edd9453f03cdcdeb9b7e8,,
340ed08e610a57ce10e8c1dc045038382c2af13f,2.0,1.0
4546d60ab153e89e782f43eefda1398471ebed17,5.0,3.0
9a95143eae229931375caa43f791202c1b902687,,
a432b8882bea7cc5172b79c2ffaff10b3877e8cf,4.0,4.0
a20c529535aae6eac38e738e6a00cfa91d878698,3.0,4.0
ca6e4f101db0c3fd169fab4ccb2767be65737d47,3.0,3.0
7cf4f1989a0d5eb388ff36e233ff492bedeecd5d,,
36ce7923f66ad681c87fa2add6f182a4ebc4b69e,4.0,2.0
b5b7cf54ab38b1a84ba9d51573dc9f33de97f5f7,5.0,5.0
8119a5ecfb2e33e7c9b89aeb8d319496563248a1,1.0,3.0
779788ddc63562ec87a77b142c77fc18c0006522,,
0881533f2fe346739ec21fb7ae223967caa8b5ab,,
f42986caf6dfd7ffe2176b2a15e8753320bccae7,1.0,2.0
d1c020da1617bbd5edde79b68107c9a20c5e50ee,2.0,3.0
a755daa4d8561c4e55e7bab521b8b31f5726933a,,
6fb4596557ab71b23e11fa21492b9ae759290d01,,
69ad6c31fd336883734675df6f7dbca42113c29c,3.0,3.0
6d93feb2645516c9f20955c39891756f6ad03d60,2.0,2.0
e07f8d24e3862d71a0c11953ef05e5373758fcdc,5.0,10.0
3b3ce8d3fe6658fb86a3b2e786f95a0e02aac0a4,5.0,8.0
df656ae30c442922037c74f227aa3e35f5ec5bc7,2.0,12.0
8f7bdbe2a7e95419d936afcae3315c18eac906be,2.0,2.0
d61d6f7c1bb47ea2743ccf7a9980555bcc5cbd54,2.0,0.0
99933fb080d46d7415b1a4bae28e2a38132a585b,6.0,4.0
5bd6445c193f5846a9a57e7e4cfa5f7aa7801caf,20.0,20.0
69f6355b37b5ab5f844f80c466693866c6316b86,3.0,6.0
7a0ffb5cc833af0d078d8a3622ec93605f08951e,,
1e601d610e6744b27663649d27ef1b5c43b5bdba,3.0,3.0
3a3c619156c66a228787a35e14622d8c02b66871,5.0,3.0
d36eb7deba1bc341ed7cd77158e6452ed6a19982,8.0,4.0
d90d9984b8401defee46da9efc4d7a24ff42d7cc,2.0,3.0
2de3de72509444579fa17b71c6288cf35180bac6,2.0,4.0
dd068f123430248b2d040336aa916161042eb8e0,1.0,3.0
b4f5a99b1c05a9efdd90bfa50c4b353b1c11e985,1.0,
abfa9f76c6d8e9207408513e36930764e5046097,2.0,5.5
f4e794c465ae8d86212c1a657551dcc797c8d4dd,4.0,
ca068cd9ec3beb02061bd74b3ef6d8d6b4a7a6c9,2.0,3.0
f7af12a80c79d0c6057547680c26b83dc954c448,,
5417e999844331cc0af487b22c0018f1df31d1ca,5.0,6.0
134f3b6f330646dc79d6de1fe5cd859fed8c7f7d,2.0,6.0
7e5508650ab5704e30baa0faf7e7573ff96befad,1.0,5.0
