email,time_homework,time_lectures
d4b094f6ba1155ec482e02a934d7db80347826f7,,
a23b8910ac2791cccee0692ccd178cb7ead3ed51,2.0,3.0
76b44a94c13e98780f438868d889d40499619723,4.0,1.0
74e8913a38158a8683e5e058219feb0a862536f7,1.0,2.0
91f1cbfaee0e2938ae68da55637a473e9f147552,0.2,1.0
15ba051e0ec85d6e990470aefa62371310c41a39,2.0,0.0
04f7b3719fbf4300387672b403d73a6456d26697,3.0,3.0
26d0ac3fa88b0b1cff0452d0f8d93a882a705c63,2.0,4.0
90deef62fb25a0f3d259c85052a70b6d78e7a09a,3.0,2.0
6cacbe8f1638ad0f670c6faa85c6f27bc4e3bac3,,
2080c0fbcbe2c6c720009f0ea5dbfafd56948b21,7.0,3.0
55eefd740a4927e12288a55516863d29799a8892,5.0,2.0
83f85d06a02f769fd01403ad1da238b846247ed6,2.0,0.5
52b9e5a124cc64b8788b9a30f2a28ef6fbf62a90,,
e03a04bb6818e91372daa6eccd985e2145f2f7ff,2.0,2.5
ac81c3f21cf19c0b45d7f1e13a2f7ce61fcbaff9,3.0,2.5
d36eb7deba1bc341ed7cd77158e6452ed6a19982,3.0,2.0
0db8fddb6f4ea8ba30d35e85a5ffa0d7ea3677da,,
f84652db659a1ccb9f426bfe31cd48eaaa502293,4.0,3.0
9d8de1029f2b007d6e3bbe80917d299260d83366,,
146773773c3d860054ecbe4c905793476a77ad97,4.0,7.0
95e909ddab5c93c09b15084041c5f15bafa02ed7,3.0,2.0
42215e39b7f2d95b4ff91187db11c4cc4dfef93a,6.0,6.0
b3a4cc0e5a7c44a57de1d07d8b5d297de5152de3,,
e3d921f0ed6e70c5fd7e94d09d529c58bc19a09b,2.0,3.0
3362f1355a05579b6d4eb2c7620ba241f74bf96b,2.0,8.0
c606e407830a9fc8dcadf5577886e3c7196be451,,
d703ba54239f2009e27b7a442e8d3b5dad18c755,,
3b7479af006bc776a95de3dca470e99bf4e5ad11,6.0,20.0
56f26e3e34c6559a97367761dafcaf83846bb902,,
cf12d95dc16edbfbaaad07658e2f24bab7f22f6a,3.0,3.0
349486c43a1c2f923090cc9bd1cdb678daf834da,5.0,5.0
7c1130b0b56696ea0fd7291a0d42748e2287d2cb,3.0,
6dd2ff60a2f67a96b85f6755444481d5ffd4ed56,2.0,4.0
559210642b29e4e470183ce7e66839940b905ff1,,
eb59812f24b04f119989eef538d389d9fff9a201,,
7609d2a1cbe2ab79475503e3d53ddd750fd06b34,,
f4b2583b72018bfab6a99091c8eea7438dd9d630,4.0,3.0
6039232ac9f46e6b5cb0f7cd29ec13b644c4c455,,
ddc587ffdf3bef26046cf3101d33a75f95db9252,8.0,8.0
a5ecd174d6db44549235116c661a11b9ec94eb2b,4.0,8.0
9a9d8f1fd51674d2ff40f009b814c9821d235290,,
b2f05f9650e6e16234fd26221abdc111bbdbb8b8,,
0ae10bc31ac72c9c5d477c0ab00d5167d3c87150,,
5daa8c31b4f36e6e143bf3ea653803a4d22bc87c,2.0,2.0
c70fc9659c6a642f64aa65402c93844d7f8ae274,1.0,7.0
a08329ff82e27fd8d8dd8f232fc6c68d3996dbb7,2.0,3.0
84cdcee129b26b051e9e9164e3243817029e382c,,
48711e22581261be16bcfb94bcfd4e0a70c1f201,9.0,3.0
ec017fc2a43fd8256b02a63e7e7497653c1fe3f4,3.0,4.0
57caab9d2b12dea5afb0f08fb12c56b8831fdc36,3.0,3.0
55cf28a1ae2a8eacb7afd55533672725fb7ca967,15.0,
02b5d4ba502db5b9212523816f4edc22e18eacad,,
655e38fc68536b5b5c5e59c25ba0a039fc52d600,6.0,12.0
3603c05e491b3b3672ec96abd9425904f3ccd8d9,7.0,5.0
b9a21591f39ff7f8bca399db960b9a917c2d4c90,12.0,10.0
6ee6e739e58431a191ba08c1f7e3a8942c39ca3f,,
90584667cea40e933af67010063f7b09da5d703f,4.0,2.0
147730bddc6898bf70ae44e83212296d0180f0ad,,
268881961d7ec381d25c9716f6b4a8a66a447435,10.0,10.0
eb25f49d16059a96ebe5b34eb150b963744bfcc5,2.0,2.0
d6db773299a79db7eebbd2407a1da818878a30ee,10.0,6.0
44397148e68540c914df9b5e8f43735607787932,,
d6380bebf5915d6732064e6bd9964167fc3f016a,,
2215a093ec0c04e491bd0d339dceb08ef5344772,4.0,5.0
d00d03d4fe1140f6062e72b4f2bfd96c917c5fe0,3.0,7.0
fa683e7ce56944ca10f9bbe07c47023d4c9d5d07,4.0,4.0
c799985bcb8f7163542562237844120dd8f528db,5.0,5.0
aacdf190e981c3cc3564efbf1212b9e5cb7d0051,3.0,5.0
080dcfc1d27a87d4e517bcc4e0ede4c82e16c870,9.0,5.0
6fd3b9d094ef1b9eeb31214d279d551cfa27899c,2.0,2.0
ebc922a1ad5772a7c5eec708c840b6cf5ee4ff62,,
f4d3cbbaf2aba7e04aba497060473b68656dc9b3,10.0,10.0
e3bf8ae3e27ea0b19b1c0cad2ca96a68073ec94f,3.0,5.0
2ee58190d2534dd0f93ce3b6cd135ed9cf6ddc4a,2.0,2.0
74e413dcc6bb37a9799b8dd451bef547ecff6506,2.0,4.0
e5fd371a6163c7d641147901a23e6c431194cb27,2.0,2.0
f7a3a6d1dba1ac7750316584335c5b35b2130e9e,2.0,1.0
1072f61b4b7a208fddf4299eb7bf418385eb2e50,,
edf20cc095f3bab316af30b6ce0d1b16f761ee3f,1.5,2.0
3479ec592e1e2668cec3f7453dbf67e9562ab1b9,,
21b213e6e5a07f2a33ba0771c69845c0435ed735,2.0,2.0
eb8197c6fe6c054f33c5f77908a3e4b3dab29bb1,11.0,11.0
cc6832ee418165db43dcc20a13563378e9eb2392,4.0,2.0
3439e65ed9fba44ada490cdb6236e596e9aaa26c,,
b1ca39761b6401c8a60939235c513664e62df562,3.0,2.0
2f635dc7c1c167cb88007779538405cfce46fd30,6.0,3.0
9d41a97d39681680dfcce1d7c3b609643111de3f,4.0,10.0
5d0e25c9a5dab9dc56c6279b5a736e119ad37dd4,4.0,3.0
53ef925074886bd37411a846359e239ad1763cfc,2.0,3.0
9e648156348115691bc8bf004a1799b78cb6532f,2.0,5.0
b93c7f12f8198c89ee337a69ce9b8bc3edd4e8a7,4.0,8.0
84ba4742c0b09964bac25e2e62f058628b113e48,10.0,6.0
a593d0e9f7dddaf99e8eeaf21412edddaf76ee26,4.0,3.0
5aa3665ee1e104b41977ed7e56d1deaf4f45a543,3.0,3.0
c8b81ee0e0d2d66341168f60a62c92eeebc95905,4.0,4.0
d704dbfb66e270bd510f0486582108ff44f27274,4.0,2.0
a93bcee4839193cc2b98e7c32a8bc49b25444b41,40.0,8.0
5435056c6b8448333bb25e85080023c7c62997e7,,
47ad0a682e372623ac2fdad483b1122c848320de,10.0,6.0
59bbd857800646b775ed234408ab2fe8f7503344,1.0,1.0
a378ddae74f7c1af8cb4a15e36a4ea891f47fabc,2.0,3.0
08b60237fd289b10c780f33f0fb24b2a94fc4980,10.0,6.0
77dbcffd298f726eb565573f4b663ff8e5496120,3.0,9.0
b465f093d72ac7da182c4e4fea70245e90687c33,4.0,10.0
f2652effcf3a09745289fe9a3eb577230203c273,2.0,1.0
fae7501e8c4bbde9cb74e14941aa001c827b3a55,6.0,5.0
5d1437e5a60cab7afff8ddc282fd8e319aa2c879,1.0,3.0
356efc790bdc7c2a62af6769c6115c0847a95d8e,1.0,
0dac0777bd4a288b1bc78ca939e658386ec47036,4.0,2.0
d70bc01f5dae1b6e3326594d5c4b2e09b2bbb11d,,
e96da4a535b6445a8151c7df83ab6c46b3378bd1,2.0,4.0
025592e85d2099e9e31f8016de477e3e962e1808,3.0,1.0
42197cefe41d5501ea66eaf9f561acf73ec05f99,3.0,4.0
000875d21f2980f5327d7eebce15cf10f5a9d34d,1.0,3.0
dce10dddc01921e352b10fb11db496cd4112a91c,5.0,6.0
